0,0,
4.90392e-005,97.306,
9.90792e-005,179.7,
0.000149119,-109.41,
0.000199159,-194.83,
0.000249199,-43.933,
0.000299239,375.16,
0.000349279,-129.15,
0.000399319,-2042,
0.000449359,-1843.4,
0.000499399,1871.9,
0.000549439,-1164,
0.000599479,-3554.2,
0.000649519,-370.7,
0.000699559,-3027,
0.000749599,-13178,
0.000799639,-10927,
0.000849679,-7853.5,
0.000899719,19168,
0.000949759,48690,
0.000999799,17411,
0.00104984,29403,
0.00109988,-16421,
0.00114992,5289.3,
0.00119996,11509,
0.00125,-2066.6,
0.00129904,57049,
0.00134908,28773,
0.00139912,1849.9,
0.00144916,14310,
0.0014992,-66415,
0.00154924,-19075,
0.00159928,-82233,
0.00164932,49925,
0.00169936,87594,
0.0017494,40556,
0.00179944,-25399,
0.00184948,38584,
0.00189952,-100860,
0.00194956,-26172,
0.0019996,-53105,
0.00204964,16133,
0.00209968,86961,
0.00214972,100110,
0.00219976,57383,
0.0022498,25042,
0.00229984,-109070,
0.00234988,-57414,
0.00239992,71279,
0.00244996,74431,
0.0025,114290,
0.00254904,114690,
0.00259908,45537,
0.00264912,53993,
0.00269916,-82165,
0.0027492,34278,
0.00279924,28656,
0.00284928,-80832,
0.00289932,164710,
0.00294936,14928,
0.0029994,-158360,
0.00304944,36130,
0.00309948,-96439,
0.00314952,45758,
0.00319956,196380,
0.0032496,133600,
0.00329964,14359,
0.00334968,53717,
0.00339972,-66232,
0.00344976,-95591,
0.0034998,50085,
0.00354984,246050,
0.00359988,95391,
0.00364992,1878.9,
0.00369996,-109970,
0.00375,12955,
0.00379904,-44126,
0.00384908,142120,
0.00389912,25572,
0.00394916,-53165,
0.0039992,39638,
0.00404924,-149000,
0.00409928,148620,
0.00414932,99435,
0.00419936,5431.3,
0.0042494,-120650,
0.00429944,-95323,
0.00434948,-37016,
0.00439952,-109490,
0.00444956,-104660,
0.0044996,-27044,
0.00454964,-44506,
0.00459968,-7670.3,
0.00464972,-107340,
0.00469976,-132100,
0.0047498,-140930,
0.00479984,-73018,
0.00484988,-170040,
0.00489992,-272010,
0.00494996,217170,
0.004999,118530,
0.00504904,155830,
0.00509908,133060,
0.00514912,2858.1,
0.00519916,-78991,
0.0052492,48833,
0.00529924,-191520,
0.00534928,44214,
0.00539932,-211770,
0.00544936,-22940,
0.0054994,-333230,
0.00554944,-34651,
0.00559948,-48265,
0.00564952,252320,
0.00569956,249120,
0.0057496,-58100,
0.00579964,102490,
0.00584968,121800,
0.00589972,417700,
0.00594976,246420,
0.0059998,132910,
0.00604984,-220770,
0.00609988,-62799,
0.00614992,-64075,
0.00619996,542360,
0.00624899,-188660,
0.00629903,184970,
0.00634907,-271700,
0.00639911,-95943,
0.00644915,377530,
0.00649919,-392630,
0.00654923,1.0926e+006,
0.00659927,-1.153e+006,
0.00664931,-438760,
0.00669935,-1.3591e+006,
0.00674939,-888190,
0.00679943,1.5366e+006,
0.00684947,-808700,
0.00689951,1.8425e+006,
0.00694955,-895680,
0.00699959,-617470,
0.00704963,2.1902e+006,
0.00709967,-650670,
0.00714971,1.0871e+006,
0.00719975,405940,
0.00724979,-2.8991e+006,
0.00729983,1.4247e+006,
0.00734987,729570,
0.00739991,187290,
0.00744995,2.002e+006,
0.00749899,-2.3217e+006,
0.00754903,-557310,
0.00759907,-21114,
0.00764911,-234240,
0.00769915,-438010,
0.00774919,-601530,
0.00779923,-1.9684e+006,
0.00784927,-851010,
0.00789931,1.9489e+006,
0.00794935,-532600,
0.00799939,2.13e+006,
0.00804943,-498720,
0.00809947,1.077e+006,
0.00814951,-494680,
0.00819955,-583550,
0.00824959,473200,
0.00829963,1.4248e+006,
0.00834967,-1.8958e+006,
0.00839971,3.4408e+006,
0.00844975,-4.1475e+006,
0.00849979,2.1742e+006,
0.00854983,-1.2477e+006,
0.00859987,400680,
0.00864991,-1.9302e+006,
0.00869995,2.0688e+006,
0.00874899,1.7722e+006,
0.00879903,2.3416e+006,
0.00884907,-7.6988e+006,
0.00889911,5.5337e+006,
0.00894915,-5.2121e+006,
0.00899919,3.0725e+006,
0.00904923,1.7311e+006,
0.00909927,2.7477e+006,
0.00914931,1.6948e+006,
0.00919935,-1.1933e+006,
0.00924939,-2.9768e+006,
0.00929943,4.2151e+006,
0.00934947,-3.4105e+006,
0.00939951,4.8509e+006,
0.00944955,-594320,
0.00949959,-3.9739e+006,
0.00954963,2.8336e+006,
0.00959967,-7.7729e+006,
0.00964971,5.571e+006,
0.00969975,-6.8511e+006,
0.00974979,646670,
0.00979983,-719160,
0.00984987,-520490,
0.00989991,3.9649e+006,
0.00994995,-4.2097e+006,
0.00999899,3.6238e+006,
0.010049,-6.819e+006,
0.0100991,7.1515e+006,
0.0101491,-7.0124e+006,
0.0101992,4.8746e+006,
0.0102492,-4.4618e+006,
0.0102992,4.4061e+006,
0.0103493,451130,
0.0103993,-3.5255e+006,
0.0104494,2.6506e+006,
0.0104994,-1.7201e+006,
0.0105494,1.9201e+006,
0.0105995,4.4499e+006,
0.0106495,-3.5519e+006,
0.0106996,119700,
0.0107496,-3.3557e+006,
0.0107996,3.3267e+006,
0.0108497,-2.3834e+006,
0.0108997,6.0962e+006,
0.0109498,-5.9137e+006,
0.0109998,1.8779e+006,
0.0110498,2.5543e+006,
0.0110999,-937720,
0.0111499,3.9663e+006,
0.0112,-3.0352e+006,
0.011249,176080,
0.011299,475480,
0.0113491,1.2621e+006,
0.0113991,-5.4679e+006,
0.0114492,3.9198e+006,
0.0114992,2.3774e+006,
0.0115492,1.4144e+006,
0.0115993,-2.9507e+006,
0.0116493,-4.5481e+006,
0.0116994,4.2302e+006,
0.0117494,3.605e+006,
0.0117994,-2.9168e+006,
0.0118495,2.0173e+006,
0.0118995,-2.3167e+006,
0.0119496,-53064,
0.0119996,1.5989e+006,
0.0120496,-3.1055e+006,
0.0120997,-2.8562e+006,
0.0121497,197270,
0.0121998,1.7201e+006,
0.0122498,9.8407e+006,
0.0122998,-6.8807e+006,
0.0123499,841170,
0.0123999,-1.4136e+006,
0.01245,3.3234e+006,
0.012499,-206160,
0.012549,1.9505e+006,
0.0125991,735110,
0.0126491,-2.4819e+006,
0.0126991,2.017e+006,
0.0127492,-4.6049e+006,
0.0127992,9.4345e+006,
0.0128493,-3.8617e+006,
0.0128993,-4.1714e+006,
0.0129494,-218740,
0.0129994,696270,
0.0130494,6.5445e+006,
0.0130995,1.6335e+006,
0.0131495,-1.3379e+006,
0.0131996,-7.2473e+006,
0.0132496,6.7512e+006,
